şarkı sözü;;şarkı adı
"Teoman - Papatya

Bizi tanıyan herkes bilir senle ben eskiden beri
Hiç derdimiz olmadan büyümüştük yanyana
Hani çok sevdiğin o filmi gördükten sonra
Kısacık kestirip saçlarını içtin ilk sigaranı
Oh, papatya
Yüzümün hâline bak
Seninle kim kalacak ışıklar kapanınca?
Benden çok uzakta
Oh, papatya
Son bir defa bana bak
Seninle kim kalacak ışıklar kapanınca?
Benden çok uzakta
Zaman mı değişti yoksa ben mi? Geride kaldı o günler
Aklım belli karışmış, yüzümde gölgeler
Senin için saklayıp, sana getirip anlattığım her şey
Artık çok boş geliyor, yalan tüm kelimeler
Oh, papatya
Yüzümün hâline bak
Seninle kim kalacak ışıklar kapanınca?
Benden çok uzakta
Oh, papatya
Son bir defa bana bak
Seninle kim kalacak ışıklar kapanınca?
Benden çok uzakta
Şimdi o günlere dönüp
Seni düşündüğüm anlarda
Hâlâ üstümde kokun
Sesin kulaklarımda
Oh, papatya
Yüzümün hâline bak
Seninle kim kalacak ışıklar kapanınca?
Buradan çok uzakta
Oh, papatya
Son bir defa bana bak
Seninle kim kalacak ışıklar kapanınca?
Benden çok uzakta
Oh, papatya
Yüzümün hâline bak
Seninle kim kalacak ışıklar kapanınca?
Benden çok uzakta
Oh, papatya";;Teoman - Papatya
"Athena - Holigan

Kalbimizden Kopuyor Bu Şarkı Sana 
Sanmasınlar Ikimiz Ayrı Yollarda 
Para Pulla Ölçülmez Aşkımız Sana 
Hiç Bir Zaman Bırakmayız Seni Yollarda

Marş Söylerken Yumruk Göklerde 
Yensen, Yenilsen Kalbim Hep Senle

Ne Derlerse Desinler Hepimiz Için 
Hiç Takmadık, Takmayız, Taraftarız Biz 
Gururumuzsun Sen Yeşil Sahada 
Koca Dünya Bir Yana, Sen Bir Yana

Marş Söylerken Yumruk Göklerde 
Yensen, Yenilsen Kalbim Hep Senle

Bizim Için, Haydi Şimdi Bastır, Bastır, Bastır";;Athena - Holigan
"Yüksek Sadakat - aşk durdukça

Dünya döner bir gün daha
Yeryüzünde aşk durdukça
Gece erken inse bile korkma
O hep seninle kaldıkça
Biliyorsun gitmem gerek
Yollar bitmez düşünerek
İster sonuç de istersen sebep
Bu düğümü çözmem gerek
Belki sana yazarım
Uğradığım bir şehirden
Renkli bir kart atarım
Mekke ya da Kudüs'ten
Sonra bir gün çıkarım
Sen artık dönmez derken
Bir şarkı fısıldarım
Kulağına gün batarken
Dünya döner tek bir yana
(Aşk durdukça) doğsun diye gün bir daha
Ben de döndüm tеkrar sana
(Aşk durdukça) sönmek için yana yana
Dünya döner tek bir yana
(Aşk durdukça) doğsun diye gün bir daha
Ben de döndüm tеkrar sana
(Aşk durdukça) sönmek için yana yana
Belki sana yazarım
Uğradığım bir şehirden
Renkli bir kart atarım
Mekke ya da Kudüs'ten
Sonra bir gün çıkarım
Sen artık dönmez derken
Bir şarkı fısıldarım
Kulağına gün batarken
Dünya döner tek bir yana
(Aşk durdukça) doğsun diye gün bir daha
Ben de döndüm tеkrar sana
(Aşk durdukça) sönmek için yana yana
Dünya döner tek bir yana
(Aşk durdukça) doğsun diye gün bir daha
Ben de döndüm tеkrar sana
(Aşk durdukça) sönmek için yana yana
Dünya döner tek bir yana
(Aşk durdukça) doğsun diye gün bir daha
Ben de döndüm tеkrar sana
(Aşk durdukça) sönmek için yana yana
Aşk durdukça
Aşk durdukça";;Yüksek Sadakat - aşk durdukça
"Pinhani - beni al 

Bugünüm yarın olsa, ya da hep yeni baştan
Yaşamak ne güzel olur hiç başlamamışsan
Geriye ne kalırdı, yaşananları atsan
Seni bir daha yaşamak isterim aslında
Beni al kucağına, elini belime sar
Beni almadığın an üşürüm sabaha kadar
Beni al kucağına, elimi beline sar
Beni almadığın an ölürüm beni al
Biraz önce uyurken, seni koynuma aldım
Dudağından öperken uykudan uyandım
Sana böyle uzakken, seni bir daha sevdim
Yanına gelebilsem bir daha dönmezdim
Beni al kucağına, elini belime sar
Beni almadığın an üşürüm sabaha kadar
Beni al kucağına, elimi beline sar
Beni almadığın an ölürüm beni al
Beni al kucağına, üşürüm sabaha kadar
Beni al kucağına, üşürüm sabaha kadar";;Pinhani - beni al 
"Şebnem Ferah - can kırıkları

Bu kalabalığın içinde
Yapayalnız hissetmektense
Dünyanın bir ucunda
Tek başımayım
Kir göstermeyen renkleriniz
Sizin olsun korkmaktansa
Bulanıklığın tam içinde
Bir başımayım
Benim belki de
Gizli bir bildiğim var
Elbette ağlarım
Benim can kırıklarım var
Senin gördüğün
Yanağımdan süzülenler
Asıl içimde
İçinde yüzdüğüm bir deniz var, var, var, var
Bu kalabalığın içinde
Yapayalnız hissetmektense
Dünyanın bir ucunda
Tek başımayım
Benim belki de
Gizli bir bildiğim var
Elbette ağlarım
Benim can kırıklarım var
Senin gördüğün
Yanağımdan süzülenler
Asıl içimde
İçinde yüzdüğüm bir deniz var, var, var, var
Benim belki de
Gizli bir bildiğim var
Elbette ağlarım
Benim can kırıklarım var
Senin gördüğün
Yanağımdan süzülenler
Asıl içimde
İçinde yüzdüğüm bir deniz var, var, var, var
Benim belki de
Gizli bir bildiğim var
Elbette ağlarım
Benim can kırıklarım var
Senin gördüğün
Yanağımdan süzülenler
Asıl içimde
İçinde yüzdüğüm bir deniz var, var, var, var";;Şebnem Ferah - can kırıkları
"Duman - bal

Aşkım sen benim canımsın
Kanıma karışmış kanın
Söyle kimlerden kaçarsın
Boşuna durmadan ağlarsın
Yavrum sen benim balımsın
Tadına alışmış canım
Aaah güzel kuşum gir kanıma
Ben zaten sarhoşum
Nerdesin... sevgilim...
Söyle nerdesin bal
Artık benlesin bal
Artık sen benim canımsın
Canlı kalan tek yanımsın
Artık sen benim canımsın
Canlı kalan tek yanımsın
Nerdesin...
Söyle nerdesin bal
Artık benlesin bal
Söyle nerdesin bal
Artık benlesin bal
";;Duman - bal
"Mor ve Ötesi - Oyunbozan

Kanun mu bu yalnızlık?
İçindeki yabancı
El üstünde dururken
Kuyuya düşen
Alnımda yazanlar mı?
Aklımda kalanlar mı?
Oyunbozan mı haklı?
Biri söylese
Bak dinledim seni, dokunmadım sana
Dokunmadım kalan rüyalara
Zarar ziyan döküldü ortaya
Ölüm kadar rahatmış ayrılık
Ufak tefek bi'kaç sorun mu var?
Geçer, geçer, zaman şu an yalan
Nedir ki, bak silindi hafızam
Hayat kadar yalanmış ayrılık
Alnımda yazanlar mı?
Aklımda kalanlar mı?
Oyunbozan mı haklı?
Biri söylese
Bak dinledim seni, dokunmadım sana
Dokunmadım kalan rüyalara
Zarar ziyan döküldü ortaya
Ölüm kadar rahatmış ayrılık
Ufak tefek bi'kaç sorun mu var?
Geçer, geçer, zaman şu an yalan
Nedir ki, bak silindi hafızam
Hayat kadar yalanmış ayrılık
Bak dinledim seni, dokunmadım sana
Dokunmadım kalan rüyalara
Zarar ziyan döküldü ortaya
Ölüm kadar rahatmış ayrılık
Ufak tefek bi'kaç sorun mu var?
Yeter, yeter, zaman şu an yalan
Nedir ki, bak silindi hafızam
Hayat kadar yalanmış ayrılık
Yalanmış ayrılık";;Mor ve Ötesi - Oyunbozan
"Teoman - İstanbulda sonbahar

evsim rüzgârları
Ne zaman eserse
O zaman hatırlarım
Çocukluk rüyalarım
Şeytan uçurtmalarım
Öper beni annem
Yanaklarımdan
Güzel bir rüyada
Sanki sevdiklerim
Hayattalarken hâlâ
Akşama doğru azalırsa yağmur
Kız Kulesi ve Adalar
Ah, bur'da olsan, çok güzel hâlâ
İstanbul'da sonbahar
Her zaman kolay değil
Sevmeden sevişmek
Tanımak bir vücudu
Yavaşça öğrenmek
Alışmak ve kaybetmek
İstanbul bugün yorgun
Üzgün ve yaşlanmış
Biraz kilo almış
Ağlamış yine
Rimelleri akıyor
Akşama doğru azalırsa yağmur
Kız Kulesi ve Adalar
Ah, bur'da olsan, çok güzel hâlâ
İstanbul'da sonbahar
Akşama doğru azalırsa yağmur
Kız Kulesi ve Adalar
Ah, bur'da olsan, çok güzel hâlâ
İstanbul'da sonbahar";;Teoman - İstanbulda sonbahar
"Yüksek sadakat - fener

Bazen taahhütlü gelir, almadım diyemezsin
Gelir ve ortaya yerleşir, görmeden edemezsin
Gelir ve ortaya yerleşir, bazen kaçamazsın
Gelir ve ortaya yerleşir aşk
Bazen bir bilmecedir, cevabını bulamazsın
Takar Peşine sürükler seni, gitmeden yapamazsın
Gelir ve ortaya yerleşir, bazen kaçamazsın
Gelir ve ortaya yerleşr aşk
Fenerle tararsın kara geceyi
Ararsın ömrü boyunca
Sorarsan buldun mu doğru heceyi?
Bilmem ki, bilmem ki, bilmem ki, bilmem ki
Bazen ruhun çizilir, hekimden çıkamazsın
Kırar kolu kanadı kuş gibi, rengini bulamazsın
Gelir ve ortaya yerleşir bazen, kaçamazsın
Gelir ve ortaya yerleşir aşk
Fenerle tararsın kara geceyi
Ararsın ömrü boyunca
Sorarsan buldun mu doğru heceyi?
Bilmem ki, bilmem ki, bilmem ki, bilmem ki
Ardına nasıl yazılmışsa vurulur
Yoksa taşa mı kazılmış?
Benden iyisinin bulursan eğer
Bilmem ki, bilmem ki, bilmem ki
Gerçeğin nasıl yapılmış
Denize mi yoksa havuza mı açılmış
Sakin sular arıyorsan eğer
Bilmem ki, bilmem ki, bilmem ki
Fenerle tararsın kara geceyi
Ararsın ömrü boyunca
Sorarsan buldun mu doğru heceyi?
Bilmem ki, bilmem ki
Fenerle tararsın kara geceyi
Ararsın ömrü boyunca
Sorarsan buldun mu doğru heceyi?
Bilmem ki, bilmem ki, bilmem ki, bilmem ki";;Yüksek sadakat - fener
"Pinhani - yitirmeden

Durup düşünmeye zamanın olur mu?
Yitirmeden anlamaz insan
Sevdiklerin yolun sonunda
Sarıl her fırsatında o insana
Arkasından ağlayan olma
Geri getirmez çok ağlasan da
Durur, durur belki baş ucunda
Annen baban kendi çapında
Abin bile 47 yaşında
Ömür, ömür sanki bir kara kutuymuş
Gün gelince herkesin açılmış
Ama sorarsan hep geç kalınmış
Güzel günlerimizin bittiğini sanma
Belki bir daha böylesi olmaz
Ama her bi' gün güzel aslında
Yakın durmanın zor olduğu ortada
Uzak olmak her zaman en kolay
Ama en zoru yalnız olunca
Uyur, uyur belki hep yanında
İlk sevgilin kendi solunda
Her hatıra asılı duvarında
Ömür, ömür sanki bir kara kutuymuş
Gün gelince herkesin açılmış
Ama sorarsan hep geç kalınmış
Uyur, uyur belki hep yanında
İlk sevgilin kendi solunda
Her hatıra asılı duvarında
Ömür, ömür sanki bir kara kutuymuş
Gün gelince herkesin açılmış
Ama sorarsan hep geç kalınmış";;Pinhani - yitirmeden
"Madrigal - seni dert etmeler 

Bazen bana gelir gider
Seni dert etmeler
Seni rüyalarımda hapsetmeler
Yıldızların hırsızları mı var
Tutamam, tutamam
Hep yeni bir gün doğar
Başka bir evrende
En güzel halinle
Sen hayata karış
Ben daha da biteceğim
Kırgınım kendime
Üşüyorum gölgende
Henüz bilmesen de
Belki bir gün gideceğim
Hiç gerek yok daha fazlasına
Zamanı tutmaya
Fezaya uçmaya
Geride kaldılar (geride kaldılar)
Geride kaldı o günler
Sen varken taptığım kasvetli şehirler
Başka bir evrende
En güzel halinle
Sen hayata karış
Ben daha da biteceğim
Kırgınım kendime
Üşüyorum gölgende
Henüz bilmesen de
Belki bir gün gideceğim
Başka bir evrende
En güzel halinle
Sen hayata karış
Ben daha da biteceğim
Kırgınım kendime
Üşüyorum gölgende
Henüz bilmesen de
Belki bir gün gideceğim";;Madrigal - seni dert etmeler 
"Duman - helal olsun

Geceler zehir
Geceler kara
Uçasım gelir
Kanadım yara
Yaralar derin, seneler kadar
Açılın geri
Sabah olmuş gün doğmuş
Her yerimde karlar
Doymadım dönülmüş deliye
Helal olsun aşk olsun
Gözlerimde yaşlar
Durmadım dönülmez geriye
Oooof
Na na na, na na na
Na na na, na na na
Geceler benim, geceler bana
Unutun beni
Sabah olmuş gün doğmuş
Her yerimde karlar
Doymadım dönülmüş deliye
Helal olsun aşk olsun
Gözlerimde yaşlar
Durmadım dönülmez geriye
Aaaah, aaaah
Sabah olmuş gün doğmuş
Her yerimde karlar
Doymadım dönülmüş deliye
Helal olsun aşk olsun
Gözlerimde yaşlar
Durmadım dönülmez geriye";;Duman - helal olsun
"teoman - tek başına dans

ir gün daha geçmiş
Zaten yılları saymaz
Sorduğundaysa aynaya
Ayna yalan söylememiş
Geceleri anılarda
Hayalleriyle konuşmuş
Gözündeki halkalarda
Yaşlarını kurutmuş
Belki önümüz yaz
Gideriz bi yerlere
Belki dans edersin
Kumsalda yalnız teş başına
Bu yağmur bu deniz bu kumsal
Bu yıldızlar geçen yıllar
Bu sarhoşlar bu yalnızlar
Kalbi kırık eski dostlar
Belki önümüz yaz
Gideriz bi yerlere
Belki dans edersin
Kumsalda yalnız başına
Belki önümüz yaz
Gideriz bi yerlere
Belki dans edersin
Kumsalda yalnız tek başına";;teoman - tek başına dans
"athena - öpücük

Pardon seni rahatsız etmek istememiştim
Sadece dudağından öpmek istedim
Tamam belki pek ince teklif edemedim
Ama ben o bildiğin romantiklerden değilim
Sen yine de karar ver söyle
İstiyorsun bence
Öpüce'm öpüce'm dedim sana
(Pam pam) Trip yapma, yapma
(Pam pam) Trip yapma, yapma
(Pam pam) Trip yapma, yapma
Trip yapmasana bana
Trip yapma, yapma
(Pam pam) Trip yapma, yapma
(Pam pam) Trip yapma, yapma
Trip yapmasana bana
Nasıl oldu bir anda ben de çok şaşırdım
Ben ilk görüşte hiç aşık olmamıştım
Sen yine de karar ver söyle
İstiyorsun bence
Öpüce'm öpüce'm dedim sana
(Pam pam) Trip yapma, yapma
(Pam pam) Trip yapma, yapma
(Pam pam) Trip yapma, yapma
Trip yapmasana bana
Trip yapma, yapma
(Pam pam) Trip yapma, yapma
(Pam pam) Trip yapma, yapma
Trip yapmasana bana
Trip yapma, yapma
(Pam pam) Trip yapma, yapma
(Pam pam) Trip yapma, yapma
Trip yapmasana bana
(Pam pam) Trip yapma, yapma
(Pam pam) Trip yapma, yapma
(Pam pam) Trip yapma, yapma
Trip yapmasana bana";;athena - öpücük
"Manga - hani biz

Hani biz mecazi aşkların buruk özlemiydik
Hani biz her gün ilk kez gibi sevişirdik
Şimdi sabahları neden bir tek kelime bile etmez olduk
Işıklar söndüğü zaman sırtımızı dönüp uyur olduk
İstersen ağla, istersen bağır
Döndürebilsek bile zamanı geriye
Aşk bitmiş be aşk, pas tutmuş ağızlar
Yarınsız dünlerle nereye kadar
Hani biz hiç kimseye öyle benzemezdik
Hani biz hiçbir şeyi bizden gizlemezdik
Şimdi herkes kadar kolay bir bir yalanları süsler olduk
Çırılçıplak yan yana küsmez barışmaz olduk
İstersen ağla istersen bağır
Döndürebilsek bile zamanı geriye
Aşk bitmiş be aşk, pas tutmuş ağızlar
Yarınsız dünlerle nereye kadar
İstersen ağla istersen bağır
Döndürebilsek bile zamanı geriye
Aşk bitmiş be aşk, pas tutmuş ağızlar
Yarınsız dünlerle nereye kadar
İstersen ağla, istersen bağır
Döndürebilsek bile zamanı geriye
Aşk bitmiş be aşk, pas tutmuş ağızlar
Yarınsız dünlerle nereye kadar";;Manga - hani biz
"pinhani - gözler anlatır 

elki son defa, belki yıllardan sonra
Sırlar içimde, korkarım anlatmaya
Aşk alır beni, kandırır beni
Küçük bi' çocuk gibi
Sen güzel kadın, hiç mi mutlu olmadın?
Hiç mi sevmedin, hep mi yarım kaldın?
Belki bilmeden, bekledin beni
Beni sana kader getirdi
İçimden geçen, senin içinden geçer mi?
Nasıl saklarım, seni ne çok sevdiğimi?
Benim içimden geçen, senin içinden de geçer mi?
Ama nasıl saklarım, seni ne çok sevdiğimi?
Sözler az kalır, çaresiz kalır
Gözler anlatır, aşkı gözler anlatır
Belki son defa, belki yıllardan sonra
Sırlar içimde, korkarım anlatmaya
Aşk alır beni, kandırır beni
Küçük bi' çocuk gibi
İçimden geçen, senin içinden geçer mi?
Nasıl saklarım, seni ne çok sevdiğimi?
Benim içimden geçen, senin içinden de geçer mi?
Ama nasıl saklarım, seni ne çok sevdiğimi?
Sözler az kalır, çaresiz kalır
Gözler anlatır, aşkı gözler anlatır";;pinhani - gözler anlatır 
"Şebnem ferah - sil baaştan

Gücün var mı? sevgilim
Derin sularda inci tanesi aramaya
Cesaretin kaldıysa
Hala benle aşktan konuşmaya
Söyle canım sevgilim
Hayat bize oyun oynuyor olabilir mi?
Yorgun gibi bir halin var
Duyguların karışık olabilir mi?
Sil baştan başlamak gerek bazen
Hayatı sıfırlamak
Sil baştan sevmek gerek bazen
Her şeyi, unutmak
Sil baştan başlamak gerek bazen
Hayatı sıfırlamak
Sil baştan sevmek gerek bazen
Her şeyi, unutmak
Sanki bugün son günmüş gibi
Dolu dolu yaşamak istiyorum ben
Her ne çıkarsa yoluma
Selam verip yürümek istiyorum ben
Sil baştan başlamak gerek bazen
Hayatı sıfırlamak
Sil baştan sevmek gerek bazen
Her şeyi, unutmak
Sil baştan başlamak gerek bazen
Hayatı sıfırlamak
Sil baştan sevmek gerek bazen
Her şeyi, unutmak
Sil baştan başlamak gerek bazen
Hayatı sıfırlamak
Sil baştan sevmek gerek bazen
Her şeyi, unutmak
Sil baştan başlamak gerek bazen
Hayatı sıfırlamak
Sil baştan sevmek gerek bazen
Her şeyi, unutmak
Unutmak, unutmak, unutmak, unutmak, unutmak";;Şebnem ferah - sil baaştan
"Duman - eski köprünün altında

Denizler aştım geliyorum
Bilirsin derdim seninle
Yolumdan döndüm kopuyorum
Bilirsin derdim seninle
Denizler aştım geliyorum
İster eğlen benimle
Yüzünü bi görsem yeter
Yolumuz ayrı biliyorum
Ölmeden son bir defa
Belini kavrasam yeter
Hadi gel buluşalım
Eski köprünün altında
Kimseler görmesin
Mehtaba karşı uzanalım
Eski köprünün altında
Kimseler bilmesin
Kimseler duymasın
Denizler aştım geliyorum
Bilirsin derdim seninle
Yolumdan döndüm kopuyorum
Bilirsin derdim seninle
Denizler aştım geliyorum
İster eğlen benimle
Yüzünü bi görsem yeter
Yolumuz ayrı biliyorum
Ölmeden son bir defa
Belini kavrasam yeter
Hadi gel buluşalım
Eski köprünün altında
Kimseler görmesin
Mehtaba karşı uzanalım
Eski köprünün altında
Kimseler bilmesin
Kimseler duymasın
Hadi gel buluşalım
Eski köprünün altında
Kimseler görmesin
Mehtaba karşı uzanalım
Eski köprünün altında
Kimseler duymasın
Kimseler bilmesin
Kimseler duymasın
Hadi gel buluşalım
Eski köprünün altında
Kimseler görmesin
Mehtaba karşı uzanalım
Eski köprünün altında
Kimseler bilmesin
Kimseler duymasın
Kimseler görmesin";;Duman - eski köprünün altında
"Mor ve ötesi - melekler ölmez

Yüzüme bir bak, korkudan eser var mı?
Şarkımı dinle, durduruyor zamanı
Soluyor renkler, bitiyor düşler
Eriyor içim, eriyor geri gelmezden önce
Yansa da her yer, ölmez melekler
Bir nefes oldum (oldum) mazlumun türküsünde
İnadım sağlam, sözüm bitmiyor ki işte
Soluyor yüzler, bitmiyor düşler
Eriyor içim, eriyor geri gelmezden önce
Yansa da her yer, ölmez melekler
Eriyor içim, eriyor geri gelmezden önce
Yansa da her yer, ölmez melekler
Eriyor içim, eriyor geri gelmezden önce
Yansa da her yer, ölmez melekler
Eriyor içim, eriyor
Yansa da her yer, ölmez melekler
Duysun çöller, ölmez melekler";;Mor ve ötesi - melekler ölmez
"teoman - çoban yıldızı

Yüzme bilmeden daha, deniz görmeden
Hiç güneşte yanmadan
Şimdi ölmek istemem bir kalbi sarmadan
Aşkı tatmadan daha, onla sarhoş olmadan
Hiç sevişmeden daha
Şimdi ölmek istemem, daha hiç gülmeden
Çoban yıldızı
Sen benle kal, la, la-la-la
Çoban yıldızı
Hep benle kal, la, la-la-la
Zamanın varsa
Ben hiç kimsem olmadan
Tepeden tırnağa ona hiç sarılmadan
Şimdi ölmek istemem kalbine dokunmadan
Hadi al götür beni, hâlâ benimmişler gibi
Evime, yurduma
Taze meyve tatları yağmurlarında
Çoban yıldızı
Sen benle kal, la, la-la-la
Çoban yıldızı
Zamanın varsa, la, la-la-la
Biraz daha";;teoman - çoban yıldızı
"Athena - dön baba dönelim

İşte karşımda
Ne deseler boşuna
Anlaması zor
Çok zor olsa da
Kolaydan lokma olma
Kolaydan lokma olma
Vurduk en dibe
Söyle şimdi nereye?
Yol almalısın
Ufak ufak yerine
Sıyrıl da gel buraya
Sıyrıl da gel buraya
Dön baba
Dön baba dönelim
Dön baba
Dön baba dönelim
Nedeni yok
Sebebi yok sorma
Dön baba
Dön baba dönelim
İşte karşımda
Ne deseler boşuna
Anlaması zor
Çok zor olsa da
Kolaydan lokma olma
Kolaydan lokma olma
Yaklaş yanıma
Bir çift sözüm var sana
Başı sonu bir
Geçmişine baksana
Yalan söyleme bana
Yalan söyleme bana
Dön baba
Dön baba dönelim
Dön baba
Dön baba dönelim
Nedeni yok
Sebebi yok sorma
Dön baba
Dön baba dönelim
Koşa koşa gel
İhtiyacım var sana
Yalnız olmuyor
Senden başkasıyla
Yalan söyledim sana
Yalan söyledim sana
Dön baba
Dön baba dönelim
Dön baba
Dön baba dönelim
Nedeni yok
Sebebi yok sorma
Dön baba
Dön baba dönelim
Dön baba
Dön baba dönelim
Dön baba
Dön baba dönelim
Nedeni yok
Sebebi yok sorma
Dön baba
Dön baba dönelim";;Athena - dön baba dönelim
"manga - yine yeni yeniden

Yüreğimdeki fırtına
Dinmedi hala (dinmedi hala)
Titrerdim (titrerdim) isterdim (isterdim)
Seni hep kollarımda
Yine bana gel
Yana yana yine beni sev
Yine bana gel
Yana yana yine beni sev
Hadi beni yine sev
Beni deli deli sev
Beni yine yeni yeni yeniden sev
Hadi beni yine sev
Beni deli deli sev
Beni yine yeni yeni yeniden sev
Yüreğimdeki fırtına
Dinmedi hala (dinmedi hala)
Titrerdim (titrerdim) isterdim (isterdim)
Seni hep kollarımda
Yine bana gel
Yana yana yine beni sev
Yine bana gel
Yana yana yine beni sev
Hadi beni yine sev
Beni deli deli sev
Beni yine yeni yeni yeniden sev
Hadi beni yine sev
Beni deli deli sev
Beni yine yeni yeniden sev
Ben yandıkça bağrımda
Sönmez ateş
Gece yıldız tenimde
Gündüz güneş
Ben yandıkça bağrımda
Sönmez ateş
Gece yıldız tenimde
Gündüz güneş
Hadi beni yine sev
Beni deli deli sev
Beni yine yeni yeniden sev
Hadi beni yine sev
Beni deli deli sev
Beni yine yeni yeniden sev";;manga - yine yeni yeniden
