şarkı sözleri;;"﻿şarkı sözleri;;şarkı ad"
"Elif Kaya – Yallah Şarkı Sözü





Kapıda ki şu valizi görüyor musun
Senin o senin o
Taksini çağırdım eli kulağında
Geliyor
Bizimki de kalp taş değil ki
Acıyor acıyor
Sabırda bir yere kadar yani
Taşıyor taşıyor
Yani bitti artık fani
Aşk ta zaten belki
Biraz ani oldu
Ama tak etti canıma
O zaman yallah yallah
Herkes yoluna yoluna
Bundan sonra biz diye
Aşk diye bir şey yok";;Elif Kaya – Yallah 
"Ümit Aksu – Elmanın Yarısı Şarkı Sözü





Ümitsiz bir günde çıktın karşıma
Beni tekrar hayata bağladın
Hayattan bıkmışken her şeyden bıkmışken
Sen çıktın karşıma kalbimi çaldın
Bir Elmanın yarısı olur musun benimle
Sonsuza dek sürecek aşkımız
Kalbimi çaldin Sen güzel yarim
Ömrümü veririm uğruna
Kalbimi çaldin sen güzel yarim
Ömrüümü veririm uğruna
İyi gününde kötü gününde
Sen ol istiyorum yarim yanımda
Şükürler olsun Allah’ım sana
Onu yazdın benim alnıma
Bir elmanın yarısı olur musun benimle
Sonsuza dek sürecek aşkımız
Kalbimi sen çaldın güzel yarim
Ömrümü veririm uğruna";;Ümit Aksu – Elmanın Yarısı 
"Soner Arıca – Dönemem Şarkı Sözü





Seni terk ediyorum
Ne kadar çok sevsem de
Ölümüne istesem de
Bağrıma taş basıyorum
Seni terk ediyorum
Yokluğunda varlığını
Özlemem gerekirken
Varlığında yokluğuna
Hasret bıraktın
Bu nasıl paylaşmak
Bu nasıl hayat
Kahrını çilesini
Ben çekiyorum
Senin insafsızlığına
Bu bir feryat
Kayboldum bir meçhulde
Ben gidiyorum
Dönemem dönemem sana
Ah gücüm yok
Bir sevda uğruna
Çok çektim çok";;Soner Arıca – Dönemem 
"Fikri Karayel – Kimseye Anlatmadım Şarkı Sözü





Sev beni, sar beni
Bir tek kötü sözün sarsar beni
Bilinmez denizlerin kuytu koylarında bul beni
Bil beni, al beni
Bu saçma sapanlıktan kurtar beni
Uykusuz gecelerin gizli örtüsünden çıkar beni
Ben bunları kimseye anlatmadım
Kendimle bile konuşmadım
Ben bunları kimseye anlatmadım
Bir tek sen duy diye, sen bil diye, sen anla diye
Sor beni, bul beni
Sessiz şarkılarda çal beni
Bulutlar ülkesinden kuru topraklara indir beni
Sez beni, yaz beni
Karmakarışıklığımdan çöz beni
Birikmiş tortuların kirli sularından süz beni";;Fikri Karayel – Kimseye Anlatmadım 
"Tuğçe Haşimoğlu – Demedim mi Şarkı Sözü





Aklımda bir süre gezindin öylece
Uyumadım gecelerce beni affetsen mi yine
Demedim mi demedim di demedim mi demedim mi
Demedim mi demedim di demedim mi demedim mi
Resimleri silme silme silme silme demedim mi
Barışırız belki yine dur gitme
İnan bana her şey kal diye
Silinir mi resimler pat diye
Kırıyorsun kalbimi çat diye
Bu aralar canımı sıkıyorsun da neyse
Demedim mi demedim di demedim mi demedim mi
Demedim mi demedim di demedim mi demedim mi
Resimleri silme silme silme silme demedim mi
Başkasını sevme sakın ha
Hep benim mi kalsan acaba
Bu inadın öldürür adamı
Yapamam ki sensiz asla
Ah canım barışalım yarın
Ah canım konuşalım yarın
İnan bana sensiz yarım yarım
Kalırım canım canım canım";;Tuğçe Haşimoğlu – Demedim mi 
"Bengü – Bir Günah Gibi Şarkı Sözü





Bir sayfa kopuyor zamandan
Ayrılırken sen yanımdan
Bu aşkın daha en başından
Korkuyordum ben sonundan
Bir günah gibi gizledim seni
Kimse görmedi seninle beni
Ağlarken içim güldü gözlerim
Bir günah gibi gizledim
Ne bugün ne de yarından
Beklediğim ne kaldı
Beni o gün senden kıskanan
Resimler sarardı";;Bengü – Bir Günah Gibi 
"Six Pack – Sana Bana Yeter Şarkı Sözü





Sana bana yeter artar bile dünya
Nedir bitmeyen kavga anlaşsak aramızda
İkimiz aynı yolda varlıkta ve yoklukta
Paylaşırsak her şeyi senin olur benim olan da
Bende bir gönül var onu sana verdim
Kurduğum hayallerin yarısı inan senin
Gökteki yıldızlarla denizlerse herkesin
Açgözlülük etme gel feda olsun sana her şeyim
Tanrı zengin kul fakirse onları görür sen üzülme
Duayla sevgi birleşirse gözü yaşlı kalmazdı kimse, hiç kimse
Onda var da sende yoksa gönül zengin aldırma
Bedeldir bir kahkaha bütün dünya malına";;Six Pack – Sana Bana Yeter 
"Buray – Kimler Geldi Kimler Geçti Şarkı Sözü





Bilmem ki bu akşam sen de bir hoş musun
İçmeden hatıralardan sarhoş musun
Ellerin sanki bak hala ellerimde yanıyor
Duyuyor musun 
Dostlar seni söylüyor sahi mutsuz musun
Bu yolda dönüş yok sen bilmiyor musun
Her şey gönlünce olmaz demiştim sana
Kaderden kaçılmaz görüyorsun 
Kimler geldi hayatımdan kimler geçti
Hiçbirisi hasretini gidermedi
En güzeli senin kadar sevilmedi
Kimler geldi kimler geçti 
Kimler geldi sorma sakın kimler geçti
Hiçbirisi hasretini gidermedi
En güzeli senin kadar sevilmedi
Kimler geldi kimler geçti 
Korkma bu akşam gelip çalmam kapını
Başkası paylaşıyor alın yazımı
Ben sensiz yaşıyorum yasak aşkımı
Söylüyorum şarkını ";;Buray – Kimler Geldi Kimler Geçti 
"Yalın – Olur Ya Şarkı Sözü





Gel birer çocuk olalım
O günden başlayalım
Gözlerimiz buluşsun
İlk kez bakışalım
Ne dün ne de yarın kalsın
Biz yeniden doğalım
İlk söz dudağında
Olsun benim adım
Olur ya kalbinde yer bulur da
Yerleşirim yıllarca
Seversin sonunda
Olur ya evet dersin aşkıma
Şeytana uyarsın da
Olmaz mı olur ya
Olur ya tüm saatler durur da
Sonsuza dek yanımda
Kalırsın olur ya
Olur ya ateş bacayı sarar da
Yanmaz dersin yanar da
Olmaz mı olur ya";;Yalın – Olur Ya 
"Yıldız Tilbe – Mutluluğun Bedeli Şarkı Sözü





Diyar diyar dört yanı gezdim
Karşıma çıkmadı dengim
Yolun sonunda seni bulunca
Sana gönül vermeye geldim 
Boş kalbimin tek sahibi sen
Varımı yoğumu önüne sersem
Mutlu etmeye yeminler etsem
Alır mısın ömrümü versem 
Sardı bulutlar güneş gizlendi
Anahtarı sende gönlüm kilitli
Uzat sevgilim uzat elini
Dost gözlerimde ara kendini
Kendini düşün biraz da beni
Söyle nedir mutluluğun bedeli 
Ne toprağın suya özlemi biter
Ne de benim sana sevgim tükenir
Aşk başlayınca öyle gelir
Bize de sonunu zaman gösterir";;Yıldız Tilbe – Mutluluğun Bedeli 
"Evrencan Gündüz – Nasılsın İyi misin? Şarkı Sözü





Tri lay lay li tri lay lay li
Tri lay lay li tri lay lay la 
Nasılsın iyi misin
Sorarsam söyler misin
Yabancı sen kimsin
Çağırsam gelir misin 
Tri lay lay li tri lay lay li
Tri lay lay li tri lay lay la 
Sen başka ben başka
Doğuştan nerelisin
Saz başka söz başka
Buradan değil misin 
Tri lay lay li tri lay lay li
Tri lay lay li tri lay lay la. 
Yerinden yurdundan
Olursan ister misin
Aşkında çalarsam
Oynarsan sen bizdensin. 
Tri lay lay li tri lay lay li
Tri lay lay li tri lay lay la. ";;Evrencan Gündüz – Nasılsın İyi misin? 
"Tuğba Özerk – Aşk Defteri Şarkı Sözü





Açtım aşk defterimi
Hatırladım sevdiklerimi
Her birisi bir başka alemdi
Aradım o günlerimi 
İlk sevgilim hangisi
Nasıl yaktım bunca ateşi
İnanmazdım görmesem karşımda
Aşk tüten bu yüzleri 
Kimi ağlattı beni kimi güldürdü
Kimisi hiç sevmedi sever göründü 
Açtım aşk defterimi
Canlandı hatıralar
Gülen resimlerin arkasından
Aynı sevgili bakar 
Unuttum geçmişleri
Unuttum o günleri
Eski sevgilileri";;Tuğba Özerk – Aşk Defteri 
"Fatma Turgut – Palavra Şarkı Sözü





Aynı sözler söylediğin hep boş sözler
Kolay sözler
Bu her günkü sudan sözler boş vaatler
Daha neler
Artık bitsin sus hiç konuşma
Anlamam hiç kendini yorma boşuna
Belki tatlı tatlı bu yalanlar
Gül kokan rüzgarla nasıl geçermiş gelecek yıllar
Yere iner mi gökteki yıldızlar
Dinleyemem bunlar hep boş laflar
Aşk bitince sözler neye yarar
Palavra
Hepsi palavra 
Ne romantik bu sözleri çok dinledim
Çok dinledim
Hepinizde aynı taktik aynı yalan
Beğenmedim
Başlayınca sen susmaz mısın
Gülüyorum haline anlamaz mısın";;Fatma Turgut – Palavra 
"Mustafa Ceceli – Düşünme Hiç Şarkı Sözü





Düşünme hiç neden diye
Yorulma
O yıllar ki yaşanmayacak
Seninle bir kez daha
Gittikçe kaybolan
Bir aşk hatırlanan
Bizden de güzeldi
Zaman
Acı nedir bilmeden
Yağmurlu gün görmeden
Hep akıllı geçindik
Kalp kırmayı öğrendik
Söyle ne oldu bize
Nefret girdi sevgiye
Kaldın bak sen kendine
Ben de kendi kendime
O günlerde
Bir başkaydın gözümde
Tek senle ben kalmış gibiydik
Sanki yeryüzünde
Uzak birbirinden
Kutuplar gibiyken
Neydi çeken bizi birden";;Mustafa Ceceli – Düşünme Hiç 
"Cemil Demirbakan – Yazgı Şarkı Sözü





Kendimden içeri girdim
Özümü ararken ben neyim ne içinim?
Mutluluktan umudu kestim
Sığlardan yıldım beni bekler derinlerim
Konuştu bulutlar
Yağmur üstümüze yağdı, yağdı
Ne söyledi gökyüzü?
Bu dünya yalan mı, yalan mı?
Gözlerin gözlerime çarptı, çarptı kaçtı
Son sözü söyledi mi yazgı?
Konuştu bulutlar
Yağmur üstümüze yağdı yağdı
Ne söyledi gökyüzü?
Bu dünya yalan mı yalan mı
Gözlerin gözlerime çarptı çarptı kaçtı
Son sözü söyledi mi yazgı?";;Cemil Demirbakan – Yazgı 
"Tuğçe Kandemir – Gördüğüme Sevindim Şarkı Sözü





Görmesem daha iyiydi
Seni orada o gece
Aradan yıllar geçti
Silinmedin hafızamdan
Her gece gibi bir geceydi
Seni görene kadar
Birer birer çıktılar
Yerlerinden hatıralar, hatıralar unutulmaz
Duygularıma esir oluyorum seni görünce
İnsan bin keremi yanıyor bir kere sevince
Ruh bedenden ayrılıyor çekimine girdim
Bir kere daha yandım ama canım gördüğüme sevindim
Görmesem daha iyiydi
Seni orada o gece
Aradan yıllar geçti
Silinmedin hafızamdan
Her gece gibii bir geceydi
Seni görene kadar
Birer birer çıktılar
Yerlerinden hatıralar hatıralar unutulmaz
Duygularıma esir oluyorum seni görünce
İnsan bin keremi yanıyor bir kere sevince
Ruh bedenden ayrılıyor çekimine girdim
Bir kere daha yandım ama canım gördüğüme sevindim";;Tuğçe Kandemir – Gördüğüme Sevindim 
