baslik,sarki_sozu
Güldür Gül,"Seyrimde bir şehre vardım
Gördüm sarayı güldür gül
Seyrimde bir şehre vardım
Gördüm sarayı güldür gül
 
Sultanımın tacı tahtı
Bağı duvarı güldür gül
Sultanımın tacı tahtı
Bağı duvarı güldür gül
 
Gül alır gül satarlar
Gülden terazi tutarlar
Gül alır gül satarlar
Gülden terazi tutarlar
 
Gülü gül ile tartarlar
Çarşı pazar güldür gül.
Gülü gül ile tartarlar
Çarşı pazar güldür gül.
 
Toprağı güldür taşı gül
Kurusu güldür yaşı gül
Toprağı güldür taşı gül
Kurusu güldür yaşı gül
 
Has bahçesinin içinde
Selvi çınarı güldür güldür
Has bahçesinin içinde
Selvi çınarı güldür güldür
 
Gülden değil beni döner
Anın ile gül övünür
Gülden değil beni döner
Anın ile gül övünür
 
Akar suyu döner çarkı
Bendi pınarı güldür güldür
Akar suyu döner çarkı
Bendi pınarı güldür güldür
 
Gül olanın aslı güldür
Peygamberin nesli güldür
Gül olanın aslı güldür
Peygamberin nesli güldür
 
Sağ oturan erenlerin
Bezmi visali güldür gül.
Sağ oturan erenlerin
Bezmi visali güldür gül.
 
Asmasında gül dalları
Kovanında gül balları
Asmasında gül dalları
Kovanında gül balları
 
Ağacında gül halleri
Servi çınarı güldür gül.
Ağacında gül halleri
Servi çınarı güldür gül.
 
Açıl gel ey gonca gülüm
Ağlama şeyda bülbülün
Açıl gel ey gonca gülüm
Ağlama şeyda bülbülün
 
Bu inleyen garip dilin
Ahu figanı güldür gül.
Bu inleyen garip dilin
Ahu figanı güldür gül."
Sana Geldim Ya Muhammed,"Kaç zamandır ağlarım ben
Sana geldim ya Muhammed
Hakka divan dolarım ben
Sana geldim ya Muhammed
Sana geldim ya Muhammed
 
Dedim yüce dağlar aşam
Aşıp da sana ulaşam
Halim yaman da perişan
Sana geldim ya Muhammed
Sana geldim ya Muhammed
 
Derman aradım kullardan
Bulamadım buralarda
Dermansız bu yaralarla
Sana geldim ya Muhammed
Sana geldim ya Muhammed
 
Dedim yüce dağlar aşam
Aşıp da sana ulaşam
Halim yaman da perişan
Sana geldim ya Muhammed
Sana geldim ya Muhammed"
Besmelesiz Çıkma Yola,"Besmelesiz çıkma yola
Kuran sünnet bize kale
Medine’de ol Rasul’e
Baksam ağlayı ağlayı
Medine’deki o güle
Baksam ağlayı ağlayı
 
Mekke Medine yolları
Gezemedim o illeri
Mis kokan o beldeleri
Gezsem ağlayı ağlayı
 
Arafat dualar dağı
Evliyalarındır bağı
Ne olur garibin hâli
Çıksam ağlayı ağlayı
 
Mekke Medine yolları
Gezemedim o illeri
Mis kokan o beldeleri
Gezsem ağlayı ağlayı
 
Bedir Uhud Hendek nerde
Nice şehit var o yerde
Dualar edin her yerde
Etsem ağlayı ağlayı
 
Mekke Medine yolları
Gezemedim o illeri
Mis kokan o beldeleri
Gezsem ağlayı ağlayı
 
Nakış nakıştır şu âlem
Var mı sırlarını bilen
Rasul Muhammed’i gören
Görsem ağlayı ağlayı
 
Mekke Medine yolları
Gezemedim o illeri
Mis kokan o beldeleri
Gezsem ağlayı ağlayı"
Yalın Ayak Düştüm Çöl Yollarına,"Yalın ayak düştüm çöl yollarına
Elimi uzattım gül dallarına
Ya Rabbi merhamet et sen kullarına
Özledim Rasulü gönül yanıyor
Ya Rabbi merhamet et sen kullarına
Özledim Rasulü gönül yanıyor
 
Nur Cemali benzer güneşe aya
Gidip varamadım yeşil Ravza’ya
Doyulur mu Muhammed Mustafa'ya
Özledim Rasulü gönül yanıyor
Doyulur mu Muhammed Mustafa'ya
Özledim Rasulü gönül yanıyor
 
O'na aşık olan yanar kül olur
Deryasına dalan erir kaybolur
Mıhammed'e giden Mevla'yı bulur
Özledim Rasulü gönül yanıyor
Mıhammed'e giden Mevla'yı bulur
Özledim Rasulü gönül yanıyor
 
Medine'de dolu gül bahçeleri
Nasıl da cezbediyor bülbülleri
Aşkı kar ediyor bu gönülleri
Özledim Rasulü gönül yanıyor
Aşkı kar ediyor bu gönülleri
Özledim Rasulü gönül yanıyor
 
Şefaat istiyor günahkar ümmet
Nerede canların Canı Can Ahmed?
Allah'ın Habibi Nebi Muhammed
Özledim Rasulü gönül yanıyor
Allah'ın Habibi Nebi Muhammed
Özledim Rasulü gönül yanıyor"
Son Nefesini Vermeye Yakasız Gömlek Giymeye,"Son nefesini vermeye
Yakasız gömlek giymeye
Son nefesini vermeye
Yakasız gömlek giymeye
 
Daracık kabre girmeye
Hazır mısın söyle dostum
Hazır mısın söyle dostum
 
Göçeceksin bu dünyadan
Olursun zevkü sefadan
Seni çağırır Yaradan
Hazır mısın söyle dostum
Hazır mısın söyle dostum
 
Göçeceksin bu dünyadan
Olursun zevkü sefadan
Seni çağırır Yaradan
Hazır mısın söyle dostum
 
Kabir küçücüktür dardır
Götürecek neyin vardır
Kabir küçücüktür dardır
Götürecek neyin vardır
 
Gönlünü Hak ile yandır
Hazır mısın söyle dostum
Hazır mısın söyle dostum
 
Göçeceksin bu dünyadan
Olursun zevkü sefadan
Seni çağırır Yaradan
Hazır mısın söyle dostum
 
Göçeceksin bu dünyadan
Olursun zevkü sefadan
Seni çağırır Yaradan
Hazır mısın söyle dostum
 
Tahtadan ata binmeye
Bu dünyadan silinmeye
Tahtadan ata binmeye
Bu dünyadan silinmeye
 
Ruzi mahşere gitmeye
Hazır mısın söyle dostum
Hazır mısın söyle dostum
 
Göçeceksin bu dünyadan
Olursun zevkü sefadan
Seni çağırır Yaradan
Hazır mısın söyle dostum
 
Göçeceksin bu dünyadan
Olursun zevkü sefadan
Seni çağırır Yaradan
Hazır mısın söyle dostum
 
Azrail başına geldi
Kırılır el ayak kolun
Mevlam nasip etsin dini
Çekilir dünyadan elin
 
Göçeceksin bu dünyadan
Olursun zevkü sefadan
Seni çağırır Yaradan
Hazır mısın söyle dostum
 
Göçeceksin bu dünyadan
Olursun zevkü sefadan
Seni çağırır Yaradan
Hazır mısın söyle dostum
 
Azrail başıma geldiği zaman
Kırılır el ayak kol yavaş yavaş
Mevlam nasip etsin din ile iman
Çekilir dünyadan el yavaş yavaş"
Er Yarın Hak Divanında Bellolur,"Gaflet ile Hakk’ı buldum diyenler,
Er yarın Hak divanında bellolur.
Ahret tedarikin gördüm diyenler,
Er yarın Hak divanında bellolur.
 
Kiminin adı sofu, kiminin derviş;
Derviş isen kardeş, takvaya çalış
Gizlice yollardan Sen Hakka eriş,
Er yarın Hak divanında bellolur.
 
Devletliyim deyü fakire gülme,
Gülüp gülüp kardeş, kem nazar kılma;
Ölüm vardır yahu, sen gafil olma;
Er yarın Hak divanında bellolur.
 
Fakiri sev, mala-mülke aldanma;
Fani cihan sana kalacak sanma.
Hakkın lutfuna koş, kahrına yanma.
Er yarın Hak divanında bellolur."
Es Subhu Beda Min Tal Atihi,"Sabah nurunu O’nun çehresinden aldı
Gece ise karanlığını O’nun siyah saçlarından aldı
O fazilet ve ulviyeti ile bütün resullerden üstün oldu
Hidayete erenler yolunu O’nun delaleti ile buldu
 
Cömertlik hazinesi o hazineden ihsan edendi
Toplumları dinine ve hidayetine erdirdi
Soyu çok temiz, şerefi pek yücedir
Bütün Araplar O’nun hizmetindedir.
 
Ağaçlar huzurunda koştu, taşlar dile gelip konuştu
O’nun (mucizevi) işareti ile ay ikiye yarıldı
İsra gecesi Cebrail (a.s.) O’na geldi.
Ve Rabbi O’nu huzuruna davet etti
 
O büyük rütbelere nail oldu.
Allah (c.c.) da O’nun ümmetini affeti
Bizim Muhammedimiz (s.a.v) ki O bizim efendimizdir.
O’nu kabul ettiğimiz için şeref bize aittir."
Allah Demeyince Kalp Uyanır Mı,"Bizi kınamayın dostlar yarenler
Bizi kınamayın dostlar yarenler
Rüzgar esmeyince dal sallanır mı
Rüzgar esmeyince dal sallanır mı
 
Küllü boş değildir aşka düşenler
Damla düşmeyince göl bulanır mı
Küllü boş değildir aşka düşenler
Damla düşmeyince göl bulanır mı
 
Allah demeyince kalp uyanır mı
Allah diyen kullar hiç kınanır mı
Allah demeyince kalp uyanır mı
Allah diyen kullar hiç kınanır mı
 
Öyle bir mecnunum Leylaya billah
Öyle bir mecnunum Leylaya billah
Okunur isminden evvel Bismillah
Okunur isminden evvel Bismillah
 
Tutuştu her yanım hasretem billah
Allah’ı zikreden kul kınanır mı
Tutuştu her yanım hasretem billah
Allah’ı zikreden kul kınanır mı
 
Allah demeyince kalp uyanır mı
Allah diyen kullar hiç kınanır mı
Allah demeyince kalp uyanır mı
Allah diyen kullar hiç kınanır mı
 
Celalini buldu kırklar yerinde
Celalini buldu kırklar yerinde
Yol erkan gösterip hizmet verdiler
Yol erkan gösterip hizmet verdiler
 
Haşr edek bu çarkı dönder dediler
Sormadım ki buna can dayanırmı
Haşr edek bu çarkı dönder dediler
Sormadım ki buna can dayanırmı
 
Allah demeyince kalp uyanır mı
Allah diyen kullar hiç kınanır mı
Allah demeyince kalp uyanır mı
Allah diyen kullar hiç kınanır mı
 
Allah demeyince kalp uyanır mı
Allah diyen kullar hiç kınanır mı
Allah demeyince kalp uyanır mı
Allah diyen kullar hiç kınanır mı"
Allah Diyelim Zikir Edelim,"Yanık gönüller,
Cilalı kalpler,
Hakk’ı sevenler,
Zikir edelim.
Allah diyelim,
Zevke girelim,
Şükür diyelim,
Zikir edelim.
 
Cezbeye giren,
Şeyhini düşünen,
Kırklar, yedilerle
Zikir edelim.
Allah diyelim,
Zevke girelim,
Şükür diyelim,
Zikir edelim.
 
Secde edenler,
Hali bilenler,
Virdi çekenler,
Zikir edelim.
Allah diyelim,
Zevke girelim,
Şükür diyelim,
Zikir edelim.
 
Ey Kadiri’ler,
Gizli Nakşi’ler,
Ehl-i Tarik’ler,
Zikir edelim.
Allah diyelim,
Zevke girelim,
Şükür diyelim,
Zikir edelim."
Seni Yaşıyorum Sensiz Efendim,"İsmini yazdırdı Rabbim yanına
Varlığının şerefine şanına
Senin için kıymet verdi canıma
Seni yaşıyorum sensiz efendim
Senin için kıymet verdi canıma
Seni yaşıyorum sensiz efendim
 
Övdü seni Rabbim dedi Habibim
Her derdime dermanımsın tabibim
Ümmetim mükellefin tabiyim
Seni yaşıyorum sensiz efendim
Övdü seni Rabbim dedi Habibim
Her derdime dermanımsın tabibim
Ümmetim mükellefin tabiyim
Seni yaşıyorum sensiz efendim
Seni yaşıyorum sensiz efendim
 
Coşkun sular gibi coşar çağlarım
Uğrun uğrun senin için ağlarım
Sen olmazsan iki cihan neylerim
Seni yaşıyorum sensiz efendim
Sen olmazsan iki cihan neylerim
Seni yaşıyorum sensiz efendim
 
Övdü seni Rabbim dedi Habibim
Her derdime dermanımsın tabibim
Ümmetim mükelefi tabiyim
Seni yaşıyorum sensiz efendim
 
Övdü seni Rabbim dedi Habibim
Her derdime dermanımsın tabibim
Ümmetim mükellefin tabiyim
Seni yaşıyorum sensiz efendim
Övdü seni Rabbim dedi Habibim
Her derdime dermanımsın tabibim
Ümmetim mükellefin tabiyim
Seni yaşıyorum sensiz efendim
Seni yaşıyorum sensiz efendim
 
Sevgin sarıp arşı arzı doldurur
Bu yüce aşk nice erler öldürür
Ulu sevgin ebediyen güldürür
Seni yaşıyorum sensiz efendim
Ulu sevgin ebediyen güldürür
Seni yaşıyorum sensiz efendim
Efendim
 
Her derdime dermanımsın tabibim
Ümmetim mükellefin tabiyim
Seni yaşıyorum sensiz efendim
Övdü seni Rabbim dedi Habibim
Her derdime dermanımsın tabibim
Ümmetim mükellefin tabiyim
Seni yaşıyorum sensiz efendim
Seni yaşıyorum sensiz efendim
 
Şefaate nail olmak esasım
Şehadeti demek en son nefesim
Pir arslanım dolu gönül kafesim
Seni yaşıyorum sensiz efendim
Pir arslanım dolu gönül kafesim
Seni yaşıyorum sensiz efendim
Efendim
 
Her derdime dermanımsın tabibim
Ümmetim mükellefin tabiyim
Seni yaşıyorum sensiz efendim
Övdü seni Rabbim dedi Habibim
Her derdime dermanımsın tabibim
Ümmetim mükellefin tabiyim
Seni yaşıyorum sensiz efendim
Seni yaşıyorum sensiz efendim
Seni yaşıyorum sensiz efendim"
Kaç Zamandır Ağlarım Ben,"Kaç zamandır ağlarım ben
Sana geldim ya Muhammed
Hakka divan dolarım ben
Sana geldim ya Muhammed
Sana geldim ya Muhammed
 
Dedim yüce dağlar aşam
Aşıp da sana ulaşam
Halim yaman da perişan
Sana geldim ya Muhammed
Sana geldim ya Muhammed
 
Derman aradım kullardan
Bulamadım buralarda
Dermansız bu yaralarla
Sana geldim ya Muhammed
Sana geldim ya Muhammed
 
Dedim yüce dağlar aşam
Aşıp da sana ulaşam
Halim yaman da perişan
Sana geldim ya Muhammed
Sana geldim ya Muhammed"
Yar Muhammed Mustafa'dır,"İnsanlığa son sığınak
Can Muhammed Mustafa’dır
Dört bir yanda bayrak bayrak
Şan Muhammed Mustafa’dır
 
Yaradana didar idi
Medarı iftihar idi
Nebilere serdar idi
Ön Muhammed Mustafa’dır
 
Yaradana didar idi
Medarı iftihar idi
Nebilere serdar idi
Ön Muhammed Mustafa’dır
 
Can Muhammed Mustafa’dır
Şan Muhammed Mustafa’dır
Ön Muhammed Mustafa’dır
Yar Muhammed Mustafa’dır
 
Can Muhammed Mustafa’dır
Şan Muhammed Mustafa’dır
Ön Muhammed Mustafa’dır
Yar Muhammed Mustafa’dır
 
Habibidir Yüce Hakk’ın
Hayran O’na uzak, yakın
Habibidir Yüce Hakk’ın
Hayran O’na uzak, yakın
 
Gönüllerde akın akın
Yön Muhammed Mustafa’dır
Gönüllerde akın akın
Yön Muhammed Mustafa’dır
 
Yaradana didar idi
Medarı iftihar idi
Nebilere serdar idi
Ön Muhammed Mustafa’dır
 
Yaradana didar idi
Medarı iftihar idi
Nebilere serdar idi
Ön Muhammed Mustafa’dır
 
Can Muhammed Mustafa’dır
Şan Muhammed Mustafa’dır
Ön Muhammed Mustafa’dır
Yar Muhammed Mustafa’dır
 
Can Muhammed Mustafa’dır
Şan Muhammed Mustafa’dır
Ön Muhammed Mustafa’dır
Yar Muhammed Mustafa’dır
 
Can Muhammed Mustafa’dır
Şan Muhammed Mustafa’dır
Ön Muhammed Mustafa’dır
Yar Muhammed Mustafa’dır"
Can Ellerinden Gelmişem,"Can ellerinden gelmişem
Fani mekanı neylerem
Can ellerinden gelmişem
Fani mekanı neylerem
 
Ol mülke meylim salmışam
Ben bu cihanı neylerem
Ol mülke meylim salmışam
Ben bu cihanı neylerem
 
Aşkın şarabın içmişem
Dil gülşenine göçmüşem
Aşkın şarabın içmişem
Dil gülşenine göçmüşem
 
Ben varlığımdan geçmişem
Namu nişanı Neylerem
Ben varlığımdan geçmişem
Namu nişanı Neylerem
 
Dünyaya geldim gitmeye
İlmiyle hilme yetmeye
Dünyaya geldim gitmeye
İlmiyle hilme yetmeye
 
Aşk ile an seyretmeye
Ben inü arı neylerem
Aşk ile an seyretmeye
Ben inü arı neylerem
 
Dilden dile bin terceman
Varken ne söyler bu lisan
Dilden dile bin terceman
Varken ne söyler bu lisan
 
Çün canu dildir hem zeman
Nutku beyanı neylerem
Çün canu dildir hem zeman
Nutku beyanı neylerem
 
Hakkı Cemi Halkı dan
Müstağniyem Billahi ben
Hakkı Cemi Halkı dan
Müstağniyem Billahi ben
 
Hallakı alem var iken
Halkı zamanı neylerem
Hallakı alem var iken
Halkı zamanı neylerem"
Ben Bir Yakup İdim Kendi Halimde,"Ben bir Yakup idim, kendi halimde,
Mevla'nın ismi var idi dilimde,
Aldırdım Yusuf'u Kenan ilinde,
Ağlar Yakup ağlar Yusufum diye.
 
Aldırdım Yusuf'u Kenan ilinde,
Ağlar Yakup ağlar Yusufum diye.
Ağlar Yakup ağlar hey Yusufum diye.
Gitti de gelmedi vah yavrum, diye
Ağlar Yakup ağlar hey Yusufum diye.
Gitti de gelmedi vah yavrum, diye
 
Akardı Yakub'un gözünün yaşı,
“Ah!” çektikçe eritir dağları taşı,
Yusuf'u kuyuya attı kardeşi,
Ağlar Yakup ağlar Yusufum diye.
Yusuf'u kuyuya attı kardeşi,
Ağlar Yakup ağlar Yusufum diye.
 
Ağlar Yakup ağlar hey Yusufum diye.
Gitti de gelmedi vah yavrum, diye
Ağlar Yakup ağlar hey Yusufum diye.
Gitti de gelmedi vah yavrum, diye
Gitti de gelmedi vah yavrum, diye
Gitti de gelmedi vah yavrum, diye"
Mestu Hayranım,"Mestu hayranım,
Zaru giryanım.
Mestu hayranım,
Zaru giryanım.
 
Her dem lisanım,
De Allah Allah.
Her dem lisanım,
De Allah Allah.
 
Pendimi tut gel,
Bir ele ver el,
Pendimi tut gel,
Bir ele ver el,
 
Ölmezden evvel,
De Allah Allah.
Ölmezden evvel,
De Allah Allah.
 
Gözümden yaşlar,
Akmağa başlar,
Gözümden yaşlar,
Akmağa başlar,
 
Cümle kurt kuşlar,
De Allah Allah.
Cümle kurt kuşlar,
De Allah Allah.
 
İrfan isteyen,
İhsan isteyen,
İrfan isteyen,
İhsan isteyen,
 
Canan isteyen,
De Allah Allah.
Canan isteyen,
De Allah Allah.
 
Hu ismi azam,
Hu Hu de hocam,
Hu ismi azam,
Hu Hu de hocam,
 
KUDDUSİ her dem,
HU demek ister…
KUDDUSİ her dem,
HU demek ister…
 
KUDDUSİ her dem,
HU demek ister…
KUDDUSİ her dem,
HU demek ister…"
Ey Kerim Kerem Kıl Merhamet Buyur,"Ey Kerim kerem kıl merhamet buyur
Ol ismi Gaffar'a bağışla bizi
Ya Rab muhabbetin kalplere duyur
Ahmedi Muhtar'a bağışla bizi
Ya Rab muhabbetin kalplere duyur
Ahmedi Muhtar'a bağışla bizi
 
Bağışla bizi bağışla bizi
Ahmedi muhtara bağışla bizi
Bağışla bizi bağışla bizi
Ahmedi muhtara bağışla bizi
 
Bağışla bizi bağışla bizi
Ahmedi muhtara bağışla bizi
Bağışla bizi bağışla bizi
Ahmedi muhtara bağışla bizi
 
Sevgili Habib'in sevgili yarı
Yolunda sarfetti o kadar varı
Dünyada seyretti o nur didarı
Sıddikı Ekber'e bağışla bizi
Dünyada seyretti o nur didarı
Sıddikı Ekber'e bağışla bizi
 
Bağışla bizi bağışla bizi
Sıddıkı ekbere bağışla bizi
Bağışla bizi bağışla bizi
Sıddıkı ekbere bağışla bizi
 
Bağışla bizi bağışla bizi
Sıddıkı ekbere bağışla bizi
Bağışla bizi bağışla bizi
Sıddıkı ekbere bağışla bizi
 
Lutfi kurban olsun bunlara her an
Bu ümmete sahib gönder bu zaman
Mazlumlar ederler aman el-aman
Esrarı tevhide bağışla bizi
 
Bağışla bizi bağışla bizi
Esrarı tevhide bağışla bizi
Bağışla bizi bağışla bizi
Esrarı tevhide bağışla bizi
 
Bağışla bizi bağışla bizi
Esrarı tevhide bağışla bizi
Bağışla bizi bağışla bizi
Esrarı tevhide bağışla bizi
Esrarı tevhide bağışla bizi"
Mekke Şehri Geldim Sana,"Mekke şehri geldim sana
Babüsselamı açsana
Benim sevdam Haktan yana
Gelmişim lebbeyk demeye
 
Beytullahım Beytullahım
Arz ettim sana günahım
Cihanın tek kıblesisin
Seni gördüm bitti ahım
 
Beytullahım Beytullahım
Arz ettim sana günahım
Cihanın tek kıblesisin
Seni gördüm bitti ahım
 
Büründüm beyaz ihrama
Elveda dedim harama
Bak gönlümdeki yarama
Gelmişim lebbeyk demeye
 
Beytullahım Beytullahım
Arz ettim sana günahım
Cihanın tek kıblesisin
Seni gördüm bitti ahım
 
Beytullahım Beytullahım
Arz ettim sana günahım
Cihanın tek kıblesisin
Seni gördüm bitti ahım
 
Gördüm kapkara örtünü
Müminler sarmış önünü
Hakka vermişsin yönünü
Gelmişim lebbeyk demeye
 
Beytullahım Beytullahım
Arz ettim sana günahım
Cihanın tek kıblesisin
Seni gördüm bitti ahım
 
Beytullahım Beytullahım
Arz ettim sana günahım
Cihanın tek kıblesisin
Seni gördüm bitti ahım
 
Beytullahım Beytullahım
Arz ettim sana günahım
Cihanın tek kıblesisin
Seni gördüm bitti ahım"
Güldür Beni,"Ya İlahi düştüğüm yerde koma kaldır beni
Ya İlahi düştüğüm yerde koma kaldır beni
Nice demdir ağlarım, bir demde güldür beni
Nice demdir ağlarım, bir demde güldür beni
 
Vaslının sevdasına verdim bütün varımı
Vaslının sevdasına verdim bütün varımı
Müflisü biçareyim nurunla doldur beni
Müflisü biçareyim nurunla doldur beni
 
Padişahım şol zaman davet edersin beni
Padişahım şol zaman davet edersin beni
Zatınla kıl tecelli badehu öldür beni
Zatınla kıl tecelli badehu öldür beni
 
Vaslının sevdasına verdim bütün varımı
Vaslının sevdasına verdim bütün varımı
Müflisü biçareyim nurunla doldur beni
Müflisü biçareyim nurunla doldur beni
 
Bahrı hayrette gezen biçareyim Rabbena
Bahrı hayrette gezen biçareyim Rabbena
Rüzgarın kıl muvaffık vuslata irgür beni
Rüzgarın kıl muvaffık vuslata irgür beni
 
Vaslının sevdasına verdim bütün varımı
Vaslının sevdasına verdim bütün varımı
Müflisü biçareyim nurunla doldur beni
Müflisü biçareyim nurunla doldur beni"
Veysel Karani,"Hakkın Habibinin sevgili dostu
Hakkın Habibinin sevgili dostu
Yemen ellerinde Veysel Karani
Yemen ellerinde Veysel Karani
 
Söylemez yalanı yemez haramı
Söylemez yalanı yemez haramı
Yemen Ellerinde Veysel Karani
Yemen Ellerinde Veysel Karani
 
Bin deveyi bir akçeye güderdi
Bin deveyi bir akçeye güderdi
Rızkını da zekat diye öderdi
Rızkını da zekat diye öderdi
 
Gece gündüz Hakkı zikir ederdi
Gece gündüz Hakkı zikir ederdi
Yemen Ellerinde Veysel Karani
Yemen Ellerinde Veysel Karani
 
Seherden kalkuben yola gliderdi
Seherden kalkuben yola gliderdi
Hakkın binbir ismin zikir ederdi
Hakkın binbir ismin zikir ederdi
 
Allah Allah deyu deve güderdi
Allah Allah deyu deve güderdi
Yemen Ellerinde Veysel Karani
Yemen Ellerinde Veysel Karani
 
Elinde asası hurma dalında
Elinde asası hurma dalında
Belinde hırkası deve yününden
Belinde hırkası deve yününden
 
Asla hata gelmez anın dilinden
Asla hata gelmez anın dilinden
Yemen Ellerinde Veysel Karani
Yemen Ellerinde Veysel Karani
 
Üveys dedikleri sevgisi ulu
Üveys dedikleri sevgisi ulu
Anadan doğar mı böyle bir veli
Anadan doğar mı böyle bir veli
 
Dili Kuran okur taç öper eli
Dili Kuran okur taç öper eli
Yemen Ellerinde Veysel Karani
Yemen Ellerinde Veysel Karani
 
Aşık Yunus eyler ben de varaydım
Ol mubarek nur cemalin göreydim
Ol mubarek nur cemalin göreydim
 
Ayağın tozuna yüzler süreydim
Ayağın tozuna yüzler süreydim
Yemen Ellerinde Veysel Karani
Yemen Ellerinde Veysel Karani"
