id,baslik,sarki_sozu,sarki_turu
551,Son Durak İlahisi İşte Son Durak,"bitti yolculuğun durak
getirdiler seni başlar üstünde
idin oldun kalk haline bak
kefenden var üstünde
idin oldun kalk haline bak
kefenden var üstünde

şeytan düşmandır onu dost bildin
geldi ecelin
tövbeden nasip almadan gittin
kefenden var üstünde
tövbeden nasip almadan gittin
kefenden var üstünde

vicdan tanıdın dinini
doyurmak istedin nefsini
kalk yokla kendini
kefenden var üstünde
kalk yokla kendini
kefenden var üstünde
kefenden var üstünde

bize rahmet eyle rap çare
yaradana yüzüm bi çare
dünyayı terk edip giderken kabre
kefenden var üstünde
dünyayı terk edip giderken kabre
kefenden var üstünde

toplayıp sakladın dünya malını
sormadın gün fakir halini
başı ayak yarini
kefenden var üstünde
başı ayak yarini
kefenden var üstünde

azrail gelince gözden kalkar perde
an göreceksin yerin
yer kazacaklar sana kara yere
kefenden var üstünde
yer kazacaklar sana kara yere
kefenden var üstünde
",ilahi
552,Bu Aşk Bir Bahri Ummandır,"aşk bahri ummandır
buna haddü kenar olmaz
delilim sırrı kur’an’dır
bunu bilende ar olmaz

subhanallah sultan allah
dertlere derman allah

kıyamazsan başü cane
irak dur girme meydane
meydanda başlar
kesilir sorar olmaz

subhanallah sultan allah
dertlere derman allah

aşığız ölmeyiz
çürüyüp toprak olmayız
karanlıklarda kalmayız
bize leylü nehar olmaz

subhanallah sultan allah
dertlere derman allah
",ilahi
553,Güllerde Senin İzin Ya Rasul,"güllerin diyarına hasret köylü çocuk
sana uzuyor sevda dolu yolculuk
açmıştı güller dalında tomurcuk
onları koklarken ter döker boncuk boncuk

güllerde senin izin rasul
güllerde senin kokun habib
abı hayat elinle
yüreğime dokun nebi
güllerde senin izin rasul
güllerde senin kokun habib
abı hayat elinle
yüreğime dokun nebi

i̇çindeki sevdası büyüktü gülün
masum köylü çocuk koparması mümkün
geldik gideceğiz göçmen bülbüller
gönüllere girsek solmayan güller

güllerde senin izin rasul
güllerde senin kokun habib
abı hayat elinle
yüreğime dokun nebi
güllerde senin izin rasul
güllerde senin kokun habib
abı hayat elinle
yüreğime dokun nebi

kul mabudun andıkça gönül aşkla yandıkça
resule selam olur güller hatırlandıkça
güllerin yaprağı sayfa sayfa hatıra
resulü kibriya gelirsin hatıra

güllerde senin izin rasul
güllerde senin kokun habib
abı hayat elinle
yüreğime dokun nebi
güllerde senin izin rasul
güllerde senin kokun habib
abı hayat elinle
yüreğime dokun nebi
",ilahi
554,Sevdalıyız,"adımız var dilden dile
konarız gülden güle
canu dilden aşk
hak yoluna sevdalıyız

adımız var dilden dile
konarız gülden güle
canu dilden aşk
hak yoluna sevdalıyız
canu dilden aşk
hak yoluna sevdalıyız

hakka dönüktür yüzümüz
resuldür peygamberimiz
sevdalıyız izindeyiz
hak yoluna sevdalıyız
sevdalıyız izindeyiz
hak yoluna sevdalıyız

adımız var dilden dile
konarız gülden güle
canu dilden aşk
hak yoluna sevdalıyız

adımız var dilden dile
konarız gülden güle
canu dilden aşk
hak yoluna sevdalıyız
canu dilden aşk
hak yoluna sevdalıyız

bizdeki aşk yürektendir
muhabbetler sevgidendir
sevdamız var gönüldendir
hak yoluna sevdalıyız
sevdamız var gönüldendir
hak yoluna sevdalıyız

adımız var dilden dile
konarız gülden güle
canu dilden aşk
hak yoluna sevdalıyız

adımız var dilden dile
konarız gülden güle
canu dilden aşk
hak yoluna sevdalıyız
canu dilden aşk
hak yoluna sevdalıyız

yüce allahın kuluyuz
hakkın yolunu bulmuşuz
resule hayran olmuşuz
hak yoluna sevdalıyız
resule hayran olmuşuz
hak yoluna sevdalıyız

adımız var dilden dile
konarız gülden güle
canu dilden aşk
hak yoluna sevdalıyız

adımız var dilden dile
konarız gülden güle
canu dilden aşk
hak yoluna sevdalıyız
canu dilden aşk
hak yoluna sevdalıyız

adımız var dilden dile
konarız gülden güle
canu dilden aşk
hak yoluna sevdalıyız

adımız var dilden dile
konarız gülden güle
canu dilden aşk
hak yoluna sevdalıyız
canu dilden aşk
hak yoluna sevdalıyız
",ilahi
555,Bilal Habeşi,"bağlı idi hakk resule
bilali habeşi köle
öyküsü dolaşır dillerden dile
bilali habeşi büyük insan

yatırdılar onu kızgın kumlara
vücüdunu boyadılar kanlara
canım bilal canlara
bilali habeşi büyük insan

vura vura vücudunu soydular
büyük taşlar koydular
bilalin el hakk deyişin duydular
bilali habeşi büyük insan

yatırdılar onu kızgın kumlara
vücüdunu boyadılar kanlara
canım bilal canlara
bilali habeşi büyük insan

ebubekir satın aldı canı
azad etti yiğit kahramanı
sevindi alemlerin sultanı
bilali habeşi büyük insan

yatırdılar onu kızgın kumlara
vücüdunu boyadılar kanlara
canım bilal canlara
bilali habeşi büyük insan
",ilahi
556,Aynı Derde,"uyanırlar seherde
düşerler aynı derde
gülün açtığı yerde
öterler allah

uyanırlar seherde
düşerler aynı derde
gülün açtığı yerde
öterler allah

hak öten
deyip biten
yaradanın aşkıyla
kalbi eriten

hak öten
deyip biten
yaradanın aşkıyla
kalbi eriten
kalbi eriten

gül dalına konarlar
allah deyip yanarlar
dem hakkı anarlar
öterler allah

gül dalına konarlar
allah deyip yanarlar
dem hakkı anarlar
öterler allah

hak öten
deyip biten
yaradanın aşkıyla
kalbi eriten

hak öten
deyip biten
yaradanın aşkıyla
kalbi eriten
kalbi eriten

sevmezler masivayı
zikrederler mevla’yı
bulmuşlar sevdayı
öterler allah

sevmezler masivayı
zikrederler mevla’yı
bulmuşlar sevdayı
öterler allah

hak öten
deyip biten
yaradanın aşkıyla
kalbi eriten

hak öten
deyip biten
yaradanın aşkıyla
kalbi eriten
kalbi eriten

kanadını açarlar
yükseklere uçarlar
zikir yaşarlar
öterler allah

kanadını açarlar
yükseklere uçarlar
zikir yaşarlar
öterler allah

hak öten
deyip biten
yaradanın aşkıyla
kalbi eriten

hak öten
deyip biten
yaradanın aşkıyla
kalbi eriten
kalbi eriten

hak öten
deyip biten
yaradanın aşkıyla
kalbi eriten

hak öten
deyip biten
yaradanın aşkıyla
kalbi eriten
kalbi eriten
",ilahi
557,Sadrı Cemil Murselin Sensin Ya Rasulallah,"sadrı cemil murselin
sensin rasulallah
sadrı cemil murselin
sensin rasulallah

bedri eflaki yakin
sensin rasulallah
bedri eflaki yakin
sensin rasulallah

allah allah
lailahe illallah
allah allah
muhammed resulullah

nurun siracı vehhac
alemler sana muhtac
nurun siracı vehhac
alemler sana muhtac

sahibi tac u mirac
sensin rasulallah
sahibi tac u mirac
sensin rasulallah

allah allah
lailahe illallah
allah allah
muhammed resulullah

ayinei rahmani
nuri paki sübhani
ayinei rahmani
nuri paki sübhani

sırrı sebulme sani
sensin rasulallah
sırrı sebulme sani
sensin rasulallah

allah allah
lailahe illallah
allah allah
muhammed resulullah

açan rahı tevhidi
bulan sırrı tefridi
açan rahı tevhidi
bulan sırrı tefridi

hüdayi’nin ümmidi
sensin rasulallah
hüdayi’nin ümmidi
sensin rasulallah

allah allah
lailahe illallah
allah allah
muhammed resulullah

allah allah
lailahe illallah
allah allah
muhammed resulullah

şahidin leyli isra
sübhanellezi esra
camii esma
sensin rasulallah

menbaı lutf u cud
yerin makamı mahmud
yaradılmışdan maksud
sensin rasulallah
",ilahi
558,Ağlayı Ağlayı,"çıkma yola
kuran sünnet bize kale
medine’de ol rasul’e
baksam ağlayı ağlayı
medine’deki güle
baksam ağlayı ağlayı

mekke medine yolları
gezemedim illeri
mis kokan beldeleri
gezsem ağlayı ağlayı

arafat dualar dağı
evliyalarındır bağı
olur garibin hâli
çıksam ağlayı ağlayı

mekke medine yolları
gezemedim illeri
mis kokan beldeleri
gezsem ağlayı ağlayı

bedir uhud hendek nerde
şehit var yerde
dualar edin yerde
etsem ağlayı ağlayı

mekke medine yolları
gezemedim illeri
mis kokan beldeleri
gezsem ağlayı ağlayı

nakış nakıştır
var sırlarını bilen
rasul muhammed’i gören
görsem ağlayı ağlayı

mekke medine yolları
gezemedim illeri
mis kokan beldeleri
gezsem ağlayı ağlayı
",ilahi
559,Mevlam Nasip Etse,"gani mevlam nasib etse
varsam ağlayı ağlayı
medinedeki muhammedi
görsem ağlayı ağlayı

delil yapışsa elime
öğretse dilime
i̇hram bezini belime
sarsam ağlayı ağlayı

akıtırlar hayvan kanı
esirgemez canı
şol meydanda koç kurbanı
kessem ağlayı ağlayı

hüccac döner
ciğerim döndü büryana
şol zemzemden kana kana
içsem ağlayı ağlayı

derviş yunus der can
kul olmuşum iman
dilim zikri kuran
varsam ağlayı ağlayı
",ilahi
560,Anneciğim Kimi Zaman Umutsuzca Seni Ararım,"anneciğim zaman umutsuzca seni ararım
issız çölde serap misali hayalini yaşarım
anneciğim zaman umutsuzca seni ararım
issız çölde serap misali hayalini yaşarım

gözlerimde canlanır gülen gözlerin
kulaklarımda çınlıyor sesin
alışmak sensizliğe
anne nerdesin nerdesin anne
anne nerdesin nerdesin anne
anne nerdesin nerdesin anne
anne nerdesin nerdesin annem

anneciğim giriyorsun zaman düşlerime
yüzün solgun tedirginsin beni düşünme
ektiğin tohumlar yeşerdi anne
öğütlerin fidan boy verdi anne
mekânın cennet olsun uyu anne
uyu anne uyu anne
gözlerimde canlanır gülen gözlerin
kulaklarımda çınlıyor sesin
alışmak sensizliğe
anne nerdesin nerdesin anne
anne nerdesin nerdesin anne
anne nerdesin nerdesin anne
anne nerdesin nerdesin annem
",ilahi
561,Sarıl Allah'a Allah'a,"tükenmez servet istersin
yıkılmaz devlet istersin
bıkılmaz nimet istersin
sarıl allah’a allah’a
bıkılmaz nimet istersin
sarıl allah’a allah’a

istersen
sarıl allah’a allah’a
tutunacak el istersin
sarıl allah’a allah’a
tutunacak el istersin
sarıl allah’a allah’a

canan istersen
yüce sultan istersen
derman istersen
sarıl allah’a allah’a
derman istersen
sarıl allah’a allah’a

istersen
sarıl allah’a allah’a
tutunacak el istersin
sarıl allah’a allah’a
tutunacak el istersin
sarıl allah’a allah’a

canan istersen
yüce sultan istersen
derman istersen
sarıl allah’a allah’a
derman istersen
sarıl allah’a allah’a

istersen
sarıl allah’a allah’a
tutunacak el istersin
sarıl allah’a allah’a
tutunacak el istersin
sarıl allah’a allah’a

hamdine murat istersen
doyulmayan tat istersen
vuslat istersen
sarıl allah’a allah’a
vuslat istersen
sarıl allah’a allah’a

istersen
sarıl allah’a allah’a
tutunacak el istersin
sarıl allah’a allah’a
tutunacak el istersin
sarıl allah’a allah’a

hamdine murat istersen
doyulmayan tat istersen
vuslat istersen
sarıl allah’a allah’a
vuslat istersen
sarıl allah’a allah’a

istersen
sarıl allah’a allah’a
tutunacak el istersin
sarıl allah’a allah’a
tutunacak el istersin
sarıl allah’a allah’a
sarıl allah’a allah’a
",ilahi
562,Mevlam Vermesin Bize Ayrılık,"dergahının geçiyor arık
elinde misvağı var başında sarık
mevlam vermesin sofi bize ayrılık
seydama kurbanım sofisine hayran
seydama sofi olan ediyor bayram

dergahına vardım tövbe veriyor
tövbeyi alanlar âdap dinliyor
şartı yapanlar sofi oluyor
seydama kurbanım sofisine hayran
seydama sofi olan ediyor bayram

namazından virdini çeken
i̇kindiyi kılıptahatmeye giren
akşam namazından rabıta yapan
seydama kurbanım sofisine hayran
seydama sofi olan ediyor bayram
",ilahi
563,Can Allah Canan Allah,"can allah canan allah
la ilahe illallah
muhammedur resulullah

can allah canan allah
canlar sana allah
kalbim zikrullah
la ilahe illallah
muhammedur resulullah

aşıkı dildare
gel nuş edelim bade
bade
içile me vade
bade
içile me vade

can allah canan allah
canlar sana allah
kalbim zikrullah
la ilahe illallah
muhammedur resulullah

kez içen aşıktır
aşkında ol sadıktır
aşk ona layıktır
mecnun ferhada
aşk ona layıktır
mecnun ferhada

can allah canan allah
canlar sana allah
kalbim zikrullah
la ilahe illallah
muhammedur resulullah

i̇şit sezaiden
gördü fenaiden
dost yüzünü gösterdi
miratı mücelladan
dost yüzünü gösterdi
miratı mücelladan

can allah canan allah
canlar sana allah
kalbim zikrullah
la ilahe illallah
muhammedur resulullah

can allah canan allah
canlar sana allah
kalbim zikrullah
la ilahe illallah
muhammedur resulullah
",ilahi
564,Ayırma,"gönlümü ilahi senden ayırma
aşkına sultanım benden ayırma
masiva hubbunu çıkar kalbimden
sana yarar ondan ayırma
masiva hubbunu çıkar kalbimden
sana yarar ondan ayırma

ehli hal beni haldaş eyle
zakir kulların koldaş eyle
nefeste iman yoldaş eyle
rabbi onu benden ayırma
ehli hal beni haldaş eyle
zakir kulların koldaş eyle
nefeste iman yoldaş eyle
rabbi onu benden ayırma

derd edelim sema vü cevlan
sineler çak edip olalım üryan
kimseye kalmaz devran
devrandan ayırma
kimseye kalmaz devran
devrandan ayırma

ehli hal beni haldaş eyle
zakir kulların koldaş eyle
nefeste iman yoldaş eyle
rabbi onu benden ayırma
ehli hal beni haldaş eyle
zakir kulların koldaş eyle
nefeste iman yoldaş eyle
rabbi onu benden ayırma

dostlarına vade kıldın visalin
aşıklar ararlar senin hayalin
lutfedip cennette göster cemalin
rab bizi ihsandan ayırma
lutfedip cennette göster cemalin
rab bizi ihsandan ayırma

ehli hal beni haldaş eyle
zakir kulların koldaş eyle
nefeste iman yoldaş eyle
rabbi onu benden ayırma
ehli hal beni haldaş eyle
zakir kulların koldaş eyle
nefeste iman yoldaş eyle
rabbi onu benden ayırma

zakirinin çoktur günahı
zikrin hakkı onu affet ilahi
kamu alemlerin padişahı
dilim zikr kur’an’dan ayırma
kamu alemlerin padişahı
dilim zikr kur’an’dan ayırma

ehli hal beni haldaş eyle
zakir kulların koldaş eyle
nefeste iman yoldaş eyle
rabbi onu benden ayırma
ehli hal beni haldaş eyle
zakir kulların koldaş eyle
nefeste iman yoldaş eyle
rabbi onu benden ayırma
rabbi onu benden ayırma
",ilahi
565,Derman Aradım Derdime Derdim Bana Derman İmiş,"huuu aslına huuu
neline huuu
selam olsun erenlere
selam olsun yarenlere

derman arardım derdime
derdim bana derman imiş
burhan sorardım aslıma
aslım bana burhan imiş
burhan sorardım aslıma
aslım bana burhan imiş

sağ u solu gözler idim
dost yüzünü görsem deyu
taşrada arar
ol can can imiş
taşrada arar
ol can can imiş

savm u salat u hacc
sanma biter zahid işin
i̇nsanı kamil olmağa
lazım olan irfan imiş
i̇nsanı kamil olmağa
lazım olan irfan imiş

i̇şit niyazi’nin sözün
nesne örtmez hak yüzün
haktan ayan nesne
gözsüzlere pinhan imiş


haktan ayan nesne
gözsüzlere pinhan imiş

haktan ayan nesne
gözsüzlere pinhan imiş


haktan ayan nesne
gözsüzlere pinhan imiş
",ilahi
566,Aşkınla Yandır Sultanım Allah,"aşkınla yandır sultanım allah
şevkinle döndür sultanım allah
sensin ilahım püştü penahım
affet günahım sultanım allah

aşkınla yandır sultanım allah
şevkinle döndür sultanım allah

nefsimi bildir aslımı buldur
ölmeden öldür sultanım allah
sensin ilahım püştü penahım
affet günahım sultanım allah

aşkınla yandır sultanım allah
şevkinle döndür sultanım allah

al beni benden kaydı bedenden
ayırma senden sultanım allah

aşkınla yandır sultanım allah
şevkinle döndür sultanım allah

eyle zekai hamdü senayı
duayı sultanım allah

eyle zekai hamdü senayı
duayı sultanım allah

eyle zekai hamdü senayı
duayı sultanım allah

al beni benden kaydı bedenden
ayırma senden sultanım allah

nefsimi bildir aslımı buldur
ölmeden öldür sultanım allah
",ilahi
567,Mana Eri Bu Yolda Melul Olası Değil,"mana eri yolda olası
mana duyan gönüller hergiz ölesi
mana eri yolda olası
mana duyan gönüller hergiz ölesi

ten fanidir can ölmez gidenler gelmez
ölür ten ölür canlar ölesi
ölür ten ölür canlar ölesi
ten fanidir can ölmez gidenler gelmez
ölür ten ölür canlar ölesi
ölür ten ölür canlar ölesi

gevher seven gönüller yıl arar
haktan nasip olmasa nasip alası
gevher seven gönüller yıl arar
haktan nasip olmasa nasip alası

ten fanidir can ölmez gidenler gelmez
ölür ten ölür canlar ölesi
ten fanidir can ölmez gidenler gelmez
ölür ten ölür canlar ölesi

yarattı hak dünyayı peygamber dostluğuna
dünyaya gelen gider baki kalası
yarattı hak dünyayı peygamber dostluğuna
dünyaya gelen gider baki kalası

ten fanidir can ölmez gidenler gelmez
ölür ten ölür canlar ölesi
ölür ten ölür canlar ölesi
ten fanidir can ölmez gidenler gelmez
ölür ten ölür canlar ölesi
ölür ten ölür canlar ölesi
",ilahi
568,Serveri Ser Bülendimiz Hazreti Pir Efendimiz,"serveri ser bülendimiz
hazreti efendimiz
şahidi şehlevendimiz
hazreti efendimiz

cezbei mustafa
saldı cihana velvele
gökde eder mukabele
hazreti efendimiz

fahri cihan serverin
varisi hayber’in
sırrı idi peygamberin
hazreti efendimiz
",ilahi
